GS,SG,slug,PS,FS,V,atleta_id,jogos,PP,FC,DE,G,media,pontos,I,FT,CV,posicao_id,variacao,A,FD,nome,DP,PC,clube_id,DS,FF,CA,clube_nome,preco,apelido,season,rodada,target,media_5,std_5,G_media_5,A_media_5,SG_media_5,DS_media_5,FF_media_5,FS_media_5,pred
,5.0,bernabei,1.0,32.0,,110426,29,,59.0,,,5.48,6.8,3.0,,1.0,2,0.39,4.0,11.0,Alexandro Ezequiel Bernabéi,,,285,67.0,14.0,7.0,INT,12.45,Bernabéi,2025,38,6.8,4.859999999999999,2.272223580548356,,4.0,5.0,61.8,12.4,28.6,5.667066666666665
,,abel-ferreira,,,21.0,110506,33,,,,,6.86,6.97,,,,6,-0.13,,,Abel Fernando Moreira Ferreira,,,275,,,,PAL,12.46,Abel Ferreira,2025,38,6.97,2.696,3.6952307099828,,,,,,,2.854933333333332
,6.0,aguirre,2.0,4.0,,110510,30,,43.0,,1.0,4.6,10.4,3.0,2.0,,2,0.71,,2.0,Braian Aguirre Nahuel,,,285,64.0,11.0,4.0,INT,8.58,Aguirre,2025,38,10.4,3.4799999999999995,4.447133908485329,1.0,,6.0,57.4,8.6,3.2,4.270566666666667
,,yeison-guzman,,4.0,,110542,4,,2.0,,,1.47,0.0,,,,4,0.0,,,Yeison Estiven Guzmán Gómez,,,356,3.0,,,FOR,4.07,Yeison Guzmán,2025,38,0.0,0.0,0.0,,,,3.0,,4.0,0.0
,8.0,andres-hurtado,,9.0,,110715,26,,27.0,,1.0,3.51,-0.3,,,1.0,2,-0.12,,1.0,José Andrés Hurtado Cheme,,1.0,280,32.0,5.0,2.0,RBB,6.1,Andrés Hurtado,2025,38,-0.3,-0.22000000000000003,0.3492849839314189,1.0,,8.0,32.0,5.0,8.8,-0.22272222222222213
,1.0,gustavo-marques,,8.0,,110750,11,,8.0,,,1.89,2.7,,,,3,-0.03,,1.0,Gustavo Marques Alves dos Santos,,1.0,280,8.0,5.0,2.0,RBB,4.1,Gustavo Marques,2025,38,2.7,1.08,1.478850905263949,,,1.0,6.0,4.6,8.0,1.4403888888888883
,,john-kennedy,,13.0,,110759,15,,7.0,,2.0,3.0,1.5,4.0,1.0,,5,-1.17,1.0,6.0,John Kennedy Batista de Souza,,,266,5.0,4.0,1.0,FLU,6.11,John Kennedy,2025,38,1.5,2.8400000000000003,4.15968748826159,1.6,1.0,,4.2,3.6,11.8,2.530999999999999
,,biel,,10.0,,110760,14,,4.0,,1.0,2.81,0.0,,,,5,0.0,1.0,3.0,Gabriel Teixeira Aragão,,,282,9.0,8.0,1.0,CAM,6.41,Biel,2025,38,0.0,0.0,0.0,1.0,1.0,,9.0,8.0,10.0,0.0
,3.0,guilherme-lopes,,3.0,,110909,10,,6.0,,1.0,4.09,0.0,,,,2,0.0,1.0,,Guilherme Lopes de Almeida,,,280,11.0,2.0,2.0,RBB,7.49,Guilherme Lopes,2025,38,0.0,0.0,0.0,1.0,1.0,3.0,11.0,2.0,3.0,0.0
,,rodrigo-santos,,3.0,,111156,8,,9.0,,,1.16,-1.6,,,,4,-0.72,,1.0,Rodrigo Oliveira dos Santos,,,356,7.0,1.0,2.0,FOR,1.47,Rodrigo Santos,2025,38,-1.6,-0.32,0.7155417527999315,,,,7.0,1.0,3.0,-0.11866851851851855
,1.0,alix-vinicius,1.0,4.0,,111246,8,,9.0,,,1.7,3.2,,,,3,-0.23,,1.0,Alix Vinicius de Souza Sampaio,,,280,5.0,2.0,2.0,RBB,3.26,Alix Vinicius,2025,38,3.2,0.6399999999999997,1.4310835055998696,,,1.0,3.4,2.0,3.2,1.53822222222222
,5.0,gustavo-martins,,2.0,,111309,17,,21.0,,2.0,4.58,12.4,1.0,,,3,1.43,,7.0,Gustavo Martins de Souza Santos,,,284,22.0,6.0,4.0,GRE,9.37,Gustavo Martins,2025,38,12.4,4.7,5.134199061197375,1.2,,4.2,20.6,5.8,1.4,7.47700000000001
,,luis-mandaca,,47.0,,111407,30,,53.0,,2.0,4.24,1.0,3.0,2.0,1.0,4,-0.06,1.0,11.0,Luis Gustavo da Silva Machado Duarte,,,286,49.0,17.0,4.0,JUV,6.53,Luis Mandaca,2025,38,1.0,3.3400000000000007,2.4120530674095924,2.0,1.0,,47.8,16.4,44.0,3.8474333333333344
,,renzo,,,,111465,0,,,,,0.0,0.0,,,,3,0.0,,,Renzo Azevedo Pimentel de Moura,,,292,,,,SPT,3.0,Renzo,2025,38,0.0,0.0,0.0,,,,,,,0.0
,3.0,victor-gabriel,,4.0,,111466,13,,19.0,,2.0,4.66,0.0,,,,3,0.0,,1.0,Victor Gabriel da Conceição Ribeiro,,,285,21.0,2.0,1.0,INT,8.54,Victor Gabriel,2025,38,0.0,0.0,0.0,2.0,,3.0,21.0,2.0,4.0,0.0
,4.0,micael,,2.0,,111594,12,,18.0,,,3.57,0.0,,1.0,,3,0.0,1.0,1.0,Micael dos Santos Silva,,,275,14.0,,3.0,PAL,5.86,Micael,2025,38,0.0,0.0,0.0,,1.0,4.0,14.0,,2.0,0.0
,,adson,,2.0,,111682,9,,1.0,,,0.85,0.0,,,,4,0.0,,2.0,Adson Ferreira Soares,,,267,3.0,,,VAS,3.01,Adson,2025,38,0.0,0.0,0.0,,,,3.0,,2.0,0.0
27.0,3.0,anthoni,,2.0,,111683,18,,,32.0,,1.69,0.0,,,,1,0.0,,,Anthoni Spier Souza,,,285,,,,INT,3.96,Anthoni,2025,38,0.0,0.32,0.7155417527999292,,,3.0,,,2.0,0.4300793650793647
,,matheus-cunha,,,,111690,0,,,,,0.0,0.0,,,,1,0.0,,,Matheus Cunha Queiroz,,,262,,,,FLA,5.0,Matheus Cunha,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,ryan-guilherme,,3.0,,111757,3,,1.0,,,2.9,2.2,,,,4,-0.03,,,Ryan Guilherme da Silva Pae,,,283,5.0,,,CRU,4.45,Ryan Guilherme,2025,38,2.2,0.8400000000000001,1.1523888232710346,,,,4.2,,1.4,0.7903333333333338
,,fabinho,,15.0,,111760,27,,29.0,,,1.88,0.0,,,,4,0.0,1.0,2.0,Fábio Silva de Freitas,,,280,28.0,7.0,3.0,RBB,3.11,Fabinho,2025,38,0.0,0.3400000000000002,0.7602631123499316,,1.0,,27.8,6.8,15.0,0.39500000000000035
,,kayky,2.0,10.0,,111829,25,,8.0,,1.0,2.03,0.0,1.0,,,5,0.0,2.0,5.0,Kayky da Silva Chagas,,,265,15.0,2.0,2.0,BAH,3.25,Kayky,2025,38,0.0,0.1,0.22360679774998432,1.0,2.0,,15.0,2.0,10.0,0.015
,,matheus-martins,,15.0,,111831,13,,8.0,,1.0,2.59,0.0,,,,5,0.0,,8.0,Matheus Martins Silva dos Santos,,,263,7.0,3.0,2.0,BOT,5.11,Matheus Martins,2025,38,0.0,0.0,0.0,1.0,,,7.0,3.0,15.0,0.0
,3.0,jefte,,1.0,,111832,7,,6.0,,,4.14,5.0,,,,2,-0.26,2.0,,Jefté Vital da Silva Dias,,,275,3.0,1.0,,PAL,6.92,Jefté,2025,38,5.0,1.0,2.2360679774997902,,1.2,3.0,3.0,1.0,1.0,1.643999999999999
,,renzo-lopez,1.0,17.0,,111951,21,,25.0,,1.0,1.68,2.5,5.0,1.0,,5,0.32,,5.0,Renzo López Patrón,,,287,9.0,9.0,4.0,VIT,4.51,Renzo López,2025,38,2.5,0.58,1.1344602240713424,1.0,,,8.2,9.0,15.8,0.3986666666666669
7.0,2.0,gabriel-grando,,3.0,,112616,6,,,25.0,,6.17,8.9,,,1.0,1,0.91,,,Gabriel Hamester Grando,,,284,,,,GRE,8.69,Gabriel Grando,2025,38,8.9,1.78,3.980200999949625,,,1.2,,,3.0,7.851666666666664
,15.0,kaiki-bruno,,32.0,,112709,34,,63.0,,1.0,7.34,0.0,1.0,1.0,,2,0.0,5.0,8.0,Kaiki Bruno da Silva,,1.0,283,87.0,16.0,10.0,CRU,10.27,Kaiki Bruno,2025,38,0.0,4.18,5.297357831976234,1.0,5.0,14.8,85.8,15.2,32.0,4.51633333333333
,,ramon-sosa,1.0,14.0,,112863,21,,10.0,,3.0,2.8,11.0,3.0,1.0,,5,1.52,2.0,3.0,Ramón Sosa Acosta,,,275,3.0,11.0,,PAL,7.13,Ramón Sosa,2025,38,11.0,2.18,4.930720028555666,2.2,2.0,,2.2,10.2,12.2,5.373000000000008
,,anibal-moreno,,10.0,,112869,25,,18.0,,,2.83,1.5,,,,4,-0.16,1.0,4.0,Aníbal Ismael Moreno,,,275,41.0,7.0,6.0,PAL,4.79,Aníbal Moreno,2025,38,1.5,0.7,0.9746794344809,,1.0,,40.0,6.8,10.0,0.6103333333333334
,,lucas-barbosa,1.0,36.0,,112886,31,,60.0,,2.0,4.85,2.9,8.0,2.0,1.0,5,-0.23,3.0,11.0,Lucas Henrique Barbosa,,,280,64.0,17.0,7.0,RBB,8.04,Lucas Barbosa,2025,38,2.9,1.2799999999999994,1.765502761255281,2.0,3.0,,62.2,16.8,34.6,0.9693333333333332
,,sforza,,2.0,,112906,8,,5.0,,,1.17,0.0,,,,4,0.0,,,Juan Sebastián Sforza,,,286,6.0,1.0,,JUV,3.56,Sforza,2025,38,0.0,0.3,0.6708203932499389,,,,6.0,1.0,2.0,0.02733333333333333
,12.0,freytes,1.0,15.0,,113034,31,,20.0,,,3.14,5.0,1.0,1.0,1.0,3,0.65,,6.0,Juan Pablo Freytes,,,266,18.0,10.0,7.0,FLU,4.99,Freytes,2025,38,5.0,3.6800000000000006,2.7815463325280056,,,10.6,17.6,10.0,14.8,1.5203333333333318
,5.0,mancuso,,26.0,,113078,25,,27.0,,1.0,4.38,0.9,2.0,,,2,-0.82,2.0,6.0,Eros Nazareno Mancuso,,,356,36.0,8.0,6.0,FOR,7.32,Mancuso,2025,38,0.9,1.3600000000000008,2.9228410836034144,1.0,2.0,5.0,33.4,8.0,22.0,2.5183333333333358
,,flaco-lopez,2.0,52.0,,113103,30,,48.0,,11.0,6.8,10.4,7.0,,,5,0.83,2.0,23.0,José Manuel Alberto López,,,275,29.0,34.0,5.0,PAL,11.07,Flaco López,2025,38,10.4,2.7399999999999993,4.514199818350982,10.2,2.0,,28.2,33.2,49.8,2.814433333333334
,2.0,nathan-mendes,1.0,19.0,,113157,17,,10.0,,,2.32,3.8,2.0,,,2,0.5,1.0,,Nathan Gabriel de Souza Mendes,,,280,13.0,1.0,3.0,RBB,4.73,Nathan Mendes,2025,38,3.8,0.76,1.6994116628998375,,1.0,2.0,11.4,1.0,16.6,0.9859999999999994
,,marquinhos,,8.0,,113158,17,,4.0,,,1.25,0.0,,,,5,0.0,,2.0,Marcus Vinícius Oliveira Alencar,,,283,7.0,8.0,1.0,CRU,3.51,Marquinhos,2025,38,0.0,0.0,0.0,,,,7.0,8.0,8.0,0.0
,,pablo-maia,,27.0,,113359,25,,27.0,,1.0,1.94,2.5,,1.0,,4,0.33,,1.0,Pablo Gonçalves Maia Fortunato,,2.0,276,22.0,5.0,4.0,SAO,4.59,Pablo Maia,2025,38,2.5,1.6200000000000003,1.9253571097331572,1.0,,,21.0,4.2,25.8,1.6883333333333308
,,cristian-olivera,,27.0,,113397,20,,19.0,,3.0,4.15,0.0,3.0,,,5,0.0,,8.0,Cristian Gonzalo Olivera Ibarra,,,284,24.0,10.0,2.0,GRE,8.29,Cristian Olivera,2025,38,0.0,0.0,0.0,3.0,,,24.0,10.0,27.0,0.0
,,diogenes,,,,113690,1,,,3.0,,3.9,0.0,,,,1,0.0,,,Diógenes Vinícius da Silva,,,277,,,,SAN,3.3,Diógenes,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,gamarra,,,,114334,2,,1.0,,,2.35,0.0,,,,3,0.0,,,Mateo Gamarra González,,1.0,283,4.0,,,CRU,4.83,Gamarra,2025,38,0.0,0.0,0.0,,,,4.0,,,0.0
,,brahimi,,,,114400,1,,,,,1.2,0.0,,,,5,0.0,,1.0,Billal Brahimi - Bilal,,,277,,,,SAN,4.99,Brahimi,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,sinisterra,,8.0,,114405,11,,5.0,,2.0,3.87,0.0,,,,5,0.0,1.0,4.0,Luis Fernando Sinisterra Lucumí,,,283,9.0,1.0,,CRU,8.0,Sinisterra,2025,38,0.0,4.54,5.391474751865207,2.0,1.0,,7.6,1.0,7.2,3.899766666666671
,1.0,cleiton,,2.0,,114790,2,,1.0,,,5.85,0.0,,,,3,0.0,,,Cleiton Santana dos Santos,,,262,4.0,,,FLA,5.96,Cleiton,2025,38,0.0,0.0,0.0,,,1.0,4.0,,2.0,0.0
,,vitor-roque,,82.0,,114802,31,,33.0,,16.0,8.31,0.0,16.0,1.0,,5,0.0,3.0,19.0,Vitor Hugo Roque Ferreira,,,275,31.0,21.0,4.0,PAL,13.24,Vitor Roque,2025,38,0.0,1.28,2.862167011199759,16.0,3.0,,30.6,20.6,80.6,1.252166666666668
,,matheus-franca,,3.0,,115100,14,,8.0,,,1.13,0.8,,,,5,0.01,,2.0,Matheus França de Oliveira,,,267,8.0,4.0,1.0,VAS,4.76,Matheus França,2025,38,0.8,0.2,0.5612486080160929,,,,8.0,3.2,3.0,0.1706865079365079
,2.0,lucas-freitas,1.0,10.0,,115141,18,,14.0,,1.0,2.14,1.2,,,,3,-0.13,,,Lucas de Freitas Molarinho Chagas,,1.0,267,13.0,3.0,2.0,VAS,3.99,Lucas Freitas,2025,38,1.2,0.54,0.7469939758793225,1.0,,2.0,12.0,3.0,10.0,0.47666666666666674
,,jhon-jhon,,57.0,,115248,31,,37.0,,9.0,5.62,9.2,2.0,1.0,,4,0.65,5.0,11.0,Jhonatan dos Santos Rosa,,,280,29.0,13.0,10.0,RBB,9.08,Jhon Jhon,2025,38,9.2,2.579999999999999,4.032617016281112,8.2,5.0,,27.8,13.0,55.0,2.810866666666667
,5.0,marcos-victor,,7.0,,115537,15,,7.0,,,4.21,4.7,1.0,,,3,0.61,1.0,,Marcos Victor Ferreira da Silva,,,354,19.0,4.0,,CEA,6.34,Marcos Victor,2025,38,4.7,2.7600000000000002,2.42342732509147,,1.0,5.0,16.2,3.6,6.0,2.306133333333333
,,rodriguinho,,1.0,,115563,5,,5.0,,,-0.64,0.0,,,1.0,4,0.0,,,Rodrigo Henrique Santos de Souza,,,354,,1.0,,CEA,1.42,Rodriguinho,2025,38,0.0,0.0,0.0,,,,,1.0,1.0,0.0
,,emerson-galego,,2.0,,115586,2,,,,,1.25,0.0,,,,5,0.0,,,Emerson Mendes de Carvalho,,,286,1.0,,,JUV,3.01,Emerson Galego,2025,38,0.0,0.0,0.0,,,,1.0,,2.0,0.0
,3.0,marcos-paulo,,4.0,,115594,19,,25.0,,,1.44,0.0,,,1.0,2,0.0,,2.0,Marcos Paulo Lima Batista Silva,,2.0,286,16.0,3.0,6.0,JUV,2.92,Marcos Paulo,2025,38,0.0,-0.10000000000000005,0.5787918451395173,,,3.0,14.8,3.0,4.0,-0.07377777777777779
2.0,,gabriel-delfim,,,,115674,1,,,3.0,,1.9,0.0,,,,1,0.0,,,Gabriel Delfim Ferreira,,,282,,,,CAM,2.55,Gabriel Delfim,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,evertton-araujo,,9.0,,115914,15,,16.0,,1.0,2.21,0.0,,,1.0,4,0.0,,4.0,Everton Gustavo Fernandes Araújo,,,262,16.0,2.0,2.0,FLA,4.54,Evertton Araújo,2025,38,0.0,0.7999999999999996,1.7888543819998324,1.0,,,15.6,1.8,8.8,0.17
,,victor-hugo,,3.0,,116034,9,,2.0,,,1.6,0.0,,,,4,0.0,,3.0,Victor Hugo Gomes Silva,,,277,5.0,3.0,,SAN,3.42,Victor Hugo,2025,38,0.0,0.10000000000000035,0.223606797749988,,,,5.0,3.0,2.8,0.011666666666666667
,12.0,cuiabano,,19.0,,116065,27,,30.0,,4.0,5.83,0.2,1.0,1.0,,2,-0.49,2.0,7.0,Luís Eduardo Soares da Silva,,,263,27.0,9.0,4.0,BOT,9.16,Cuiabano,2025,38,0.2,5.619999999999999,6.387644323222762,3.4,2.0,12.0,25.2,9.0,16.4,4.633000000000001
,,thiago-beltrame,,,,116067,0,,,,,0.0,0.0,,,,1,0.0,,,Thiago Beltrame Stallbaum,,,284,,,,GRE,1.0,Thiago Beltrame,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,hercules,,16.0,,116447,32,,36.0,,3.0,2.94,0.0,1.0,2.0,,4,-0.14,1.0,4.0,Hércules Pereira do Nascimento,,,266,33.0,11.0,1.0,FLU,5.58,Hércules,2025,38,0.0,1.6,3.477786652455844,3.0,1.0,,33.0,11.0,15.4,0.7442222222222222
,2.0,jamerson,,7.0,,116461,12,,8.0,,,5.15,0.0,1.0,,,2,0.0,2.0,5.0,Jamerson Santos de Jesus,,,287,20.0,6.0,,VIT,7.87,Jamerson,2025,38,0.0,0.0,0.0,,2.0,2.0,20.0,6.0,7.0,0.0
,1.0,lucas-gazal,,1.0,,116589,5,,6.0,,,2.56,0.0,,,,3,-0.76,,1.0,Lucas Xavier Gazal,,,356,5.0,3.0,2.0,FOR,4.19,Lucas Gazal,2025,38,0.0,0.54,1.2074767078498871,,,1.0,5.0,3.0,1.0,0.36200000000000027
,,andres-gomez,,18.0,,116706,15,,17.0,,1.0,4.42,0.0,2.0,,,5,0.0,5.0,9.0,Carlos Andrés Gómez Hinestroza,,,267,9.0,8.0,1.0,VAS,7.58,Andrés Gómez,2025,38,0.0,4.12,7.682252273910302,1.0,4.6,,8.4,7.2,15.6,2.8596666666666706
,2.0,gabriel-knesowitsch,,3.0,,117061,4,,1.0,,,4.72,0.0,,,,3,0.0,,2.0,Gabriel Knesowitsch,,,2305,3.0,1.0,,MIR,5.95,Gabriel Knesowitsch,2025,38,0.0,0.0,0.0,,,2.0,3.0,1.0,3.0,0.0
,,thiago-borbas,,7.0,,117314,17,,16.0,,1.0,1.61,0.0,,,,5,0.0,1.0,3.0,Thiago Nicolás Borbas Silva,,,280,8.0,5.0,4.0,RBB,2.24,Thiago Borbas,2025,38,0.0,0.0,0.0,1.0,1.0,,8.0,5.0,7.0,0.0
,4.0,robert-renan,,6.0,,117330,15,,17.0,,,2.57,0.0,,,,3,0.0,,1.0,Robert Renan Alves Barbosa,,,267,12.0,3.0,1.0,VAS,5.45,Robert Renan,2025,38,0.0,-0.05999999999999961,1.0039920318408913,,,4.0,11.8,3.0,6.0,-0.17756666666666654
,,cipriano,,,,117336,2,,2.0,,,-2.3,0.0,,,1.0,3,0.0,,,João Luiz da Silva Cipriano,,,286,,,1.0,JUV,1.82,Cipriano,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,renato-marques,,3.0,,117403,5,,1.0,,1.0,3.52,0.0,1.0,,,5,0.0,,4.0,Renato Marques de Oliveira Júnior,,,2305,1.0,4.0,1.0,MIR,5.4,Renato Marques,2025,38,0.0,2.46,4.467437744389956,1.0,,,1.0,3.0,2.4,7.479333333333331
,,otavio,,,,117404,0,,,,,0.0,0.0,,,,1,0.0,,,Otávio Eleodoro Rezende Costa,,,283,,,,CRU,1.0,Otávio,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,garro,,60.0,,117632,19,,19.0,,,3.67,0.0,1.0,2.0,,4,0.0,3.0,7.0,Rodrigo Garro,,,264,11.0,7.0,6.0,COR,12.25,Garro,2025,38,0.0,1.3,1.8574175621006725,,3.0,,10.2,7.0,58.2,1.2503333333333322
9.0,,young,,,,117818,3,,,11.0,,1.77,0.0,,,,1,0.0,,,Young Navarro Moraes,,,276,,,,SAO,2.57,Young,2025,38,0.0,0.1,0.223606797749977,,,,,,,0.2212698412698413
,,breno-bidon,2.0,82.0,,117910,33,,65.0,,1.0,3.4,0.0,1.0,2.0,1.0,4,0.0,1.0,5.0,Breno de Souza Bidon,,1.0,264,45.0,10.0,8.0,COR,7.22,Breno Bidon,2025,38,0.0,1.9600000000000004,1.4741099009232632,1.0,1.0,,44.4,9.4,78.6,2.0060000000000016
,,lavega,,4.0,,117930,2,,,,,1.55,0.0,1.0,,,5,0.0,,1.0,Joaquín Lavega Colzada,,,266,,,,FLU,3.98,Lavega,2025,38,0.0,0.0,0.0,,,,,,4.0,0.0
,,iago,,,,118090,0,,,,,0.0,0.0,,,,3,0.0,,,Iago Teodoro da Silva Nogueira,,,262,,,,FLA,2.0,Iago,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,rodriguinho,,4.0,,118563,18,,16.0,,,2.16,0.0,3.0,1.0,,4,0.0,1.0,5.0,Rodrigo Huendra Almeida Mendonça,,,276,15.0,13.0,5.0,SAO,3.04,Rodriguinho,2025,38,0.0,0.0,0.0,,1.0,,15.0,13.0,4.0,0.0
,1.0,kevyson,,2.0,,118701,9,,8.0,,,0.98,0.0,,,,2,0.0,,,Kevyson Costa e Silva,,,292,5.0,1.0,3.0,SPT,1.85,Kevyson,2025,38,0.0,-0.02,0.04472135955002608,,,1.0,4.8,1.0,2.0,-0.01033333333333334
,,mateus-carvalho,,6.0,,118752,18,,16.0,,,0.82,2.0,,,,4,0.21,,,Mateus Carvalho dos Santos,,,267,10.0,3.0,1.0,VAS,3.17,Mateus Carvalho,2025,38,2.0,0.40000000000000036,0.8944271909999173,,,,9.2,3.0,5.2,0.1743333333333333
,,alexsander,,13.0,,118774,10,,13.0,,1.0,5.18,3.2,,,,4,-1.19,,3.0,Alexsander Cristhian Gomes da Costa - Christian,,,282,26.0,2.0,3.0,CAM,8.04,Alexsander,2025,38,3.2,0.64,1.4310835055998632,1.0,,,25.2,2.0,12.2,0.6876666666666662
,,lautaro-diaz,1.0,8.0,,118775,20,,16.0,,3.0,3.33,0.0,5.0,1.0,,5,0.0,2.0,3.0,Lautaro Ariel Díaz,,,277,13.0,11.0,2.0,SAN,5.32,Lautaro Díaz,2025,38,0.0,2.18,3.2112302938282067,3.0,2.0,,11.8,11.0,8.0,1.7156666666666653
,,bruninho,,2.0,,121668,1,,,,,9.3,0.0,,,,4,0.0,,,Bruno César Pereira Silva,,,356,5.0,1.0,,FOR,5.37,Bruninho,2025,38,0.0,0.0,0.0,,,,5.0,1.0,2.0,0.0
,,paulo-ricardo,,,,121766,0,,,,,0.0,0.0,,,,2,0.0,,,Paulo Ricardo de Souza Babilônia,,,267,,,,VAS,2.0,Paulo Ricardo,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,andre,,14.0,,121792,24,,12.0,,5.0,4.2,0.0,2.0,2.0,,5,-1.7,2.0,9.0,André Henrique da Silva Martins,,1.0,284,16.0,13.0,3.0,GRE,4.88,André,2025,38,0.0,4.6,6.185062651259079,4.2,2.0,,14.8,12.2,13.8,0.7273333333333338
1.0,,kaue,,,,121823,1,,,3.0,,2.9,2.9,,,,1,1.01,,,Kauê Vinicius de Souza Camargo,,,264,,,,COR,2.01,Kauê,2025,38,2.9,0.58,1.296919426949878,,,,,,,0.981960966810966
,,kayke,,4.0,,121824,8,,6.0,,,1.68,6.2,2.0,,,5,1.15,1.0,,Kayke Ferrari Guimarães,,,264,4.0,3.0,,COR,2.66,Kayke,2025,38,6.2,1.1800000000000002,2.809270367906941,,1.0,,4.0,2.2,2.4,1.3115030423280423
,,fernando,,,,122127,0,,,,,0.0,0.0,,,,5,0.0,,,Luis Fernando Santos Oliveira,,,283,,,,CRU,1.0,Fernando,2025,38,0.0,0.0,0.0,,,,3.0,,,0.0
,,edison-negueba,,2.0,,122166,5,,,,1.0,3.7,9.3,,1.0,,5,1.29,,1.0,Edison Custódio dos Santos,,,286,3.0,1.0,,JUV,5.38,Edison Negueba,2025,38,9.3,3.1,3.961691557908061,1.0,,,2.8,1.0,1.3333333333333333,3.5233666666666674
,,ryan,,,,122300,0,,,,,0.0,0.0,,,,2,0.0,,,Ryan Carlos Santos de Sousa,,,265,,,,BAH,2.0,Ryan,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,cristian,,12.0,,122302,29,,21.0,,4.0,2.87,0.0,1.0,,,5,0.0,3.0,15.0,Cristian Renato Gonçalves Riquelme,,1.0,2305,9.0,10.0,2.0,MIR,5.04,Cristian,2025,38,0.0,1.6800000000000004,1.9331321734428808,4.0,2.4,,9.0,9.6,12.0,2.677999999999998
,,allan,,,,122303,0,,,,,0.0,0.0,,,,1,0.0,,,Allan Vitor Silva de Barros,,,267,,,,VAS,1.0,Allan,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,dyogo-alves,,,,122318,0,,,,,0.0,0.0,,,,1,0.0,,,Francisco Dyogo Bento Alves,,,262,,,,FLA,3.0,Dyogo Alves,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,daniel-sales,,,,122320,0,,,,,0.0,0.0,,,,2,0.0,,,Daniel dos Santos Salles,,,262,,,,FLA,2.0,Daniel Sales,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,gustavinho,,2.0,,122394,14,,7.0,,,1.62,4.5,,1.0,,4,0.21,,4.0,Gustavo Ribeiro Neves,,,280,9.0,3.0,,RBB,3.15,Gustavinho,2025,38,4.5,1.6,2.2192341021172135,,,,6.2,3.0,1.8,1.4659999999999997
,,ryan,,14.0,,122396,16,,13.0,,,1.55,0.0,,,,4,0.0,,,Ryan Gustavo de Lima,,,264,15.0,,1.0,COR,3.22,Ryan,2025,38,0.0,0.0,0.0,,,,15.0,,14.0,0.0
,1.0,luisao,,4.0,,122406,6,,3.0,,,2.45,0.0,,,,3,0.0,,,Luis Fellipe Campos Dória,,,277,6.0,2.0,2.0,SAN,4.78,Luisão,2025,38,0.0,0.0,0.0,,,1.0,6.0,2.0,4.0,0.0
,,lucca,,7.0,,122420,5,,3.0,,,1.22,0.0,,,,5,0.0,,1.0,Lucca Holanda Sampaio Tavares,,,354,1.0,1.0,,CEA,2.83,Lucca,2025,38,0.0,0.0,0.0,,,,1.0,1.0,7.0,0.0
,,vinicius-lago,,,,122458,0,,,,,0.0,0.0,,,,2,0.0,,,Vinicius dos Santos Lago,,,280,,,,RBB,1.0,Vinícius Lago,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,barros,,26.0,,122485,16,,29.0,,1.0,3.26,0.0,,,,4,0.0,,4.0,Cauan Lucas Barros da Luz,,,267,25.0,3.0,5.0,VAS,5.8,Barros,2025,38,0.0,2.7199999999999998,5.970510865914239,1.0,,,23.0,2.4,24.4,4.273666666666665
,,rayan,,50.0,,122486,32,,23.0,,14.0,7.3,0.0,,5.0,,5,0.0,,20.0,Rayan Vitor Simplício Rocha,,,267,33.0,24.0,4.0,VAS,9.87,Rayan,2025,38,0.0,5.94,7.878642014966795,13.2,,,30.6,23.6,48.8,7.374999999999992
,,gb,,,,122487,11,,3.0,,2.0,1.78,0.0,,,,5,-0.1,,,Gabriel Souza da Silva,,,267,3.0,,,VAS,2.6,GB,2025,38,0.0,-0.06,0.13416407864998248,2.0,,,3.0,,,-0.06400595238095237
,,yan-henrique,,,,122538,0,,,,,0.0,0.0,,,,2,0.0,,,Yan Henrique Rodrigues da Silva,,,285,,,,INT,1.0,Yan Henrique,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,leo-jaco,,1.0,,122539,1,,2.0,,,1.4,0.0,,,,5,0.0,,,Leonardo Gomes da Silva Jacó,,,267,1.0,,,VAS,1.45,Léo Jacó,2025,38,0.0,0.0,0.0,,,,1.0,,1.0,0.0
,,wallace-yan,,19.0,,122573,14,,8.0,,1.0,2.18,0.0,4.0,,1.0,5,0.0,2.0,1.0,Wallace Yan de Souza Barreto,,,262,4.0,6.0,3.0,FLA,4.07,Wallace Yan,2025,38,0.0,-0.02,0.04472135955002729,1.0,2.0,,4.0,6.0,19.0,-0.00563888888888889
